BinId	Markerlineage	genomes	markers	marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
12C18O_72h_100_P08_coass_bin.33.fa	k__Bacteria (UID203)	5449	103	57	42	40	16	5	0	0	50.32	9.20	6.45
12C18O_72h_100_P08_coass_bin.34.fa	k__Bacteria (UID2495)	2993	147	91	62	77	8	0	0	0	53.34	3.25	12.50
12C18O_72h_100_P08_coass_bin.35.fa	c__Alphaproteobacteria (UID3305)	564	345	226	147	180	16	2	0	0	62.29	4.94	54.55
12C18O_72h_100_P08_coass_bin.4.fa	o__Actinomycetales (UID1663)	488	309	185	80	220	9	0	0	0	81.92	3.33	44.44
12C18O_72h_100_P08_coass_bin.5.fa	p__Actinobacteria (UID1454)	732	199	116	40	149	10	0	0	0	81.82	4.86	40.00
12C18O_72h_100_P08_coass_bin.6.fa	p__Actinobacteria (UID1454)	732	199	116	105	90	4	0	0	0	50.90	0.69	0.00
12C18O_72h_100_P08_coass_bin.7.fa	c__Deltaproteobacteria (UID3216)	83	247	155	63	169	15	0	0	0	74.02	4.93	33.33
12C18O_72h_100_P08_coass_bin.8.fa	k__Bacteria (UID1452)	924	161	108	24	134	3	0	0	0	86.96	2.78	0.00
12C18O_72h_100_P08_coass_bin.9.fa	k__Bacteria (UID203)	5449	104	58	53	51	0	0	0	0	64.11	0.00	0.00
12C18O_72h_100_P14_coass_bin.1.fa	k__Bacteria (UID1452)	924	161	108	7	142	12	0	0	0	94.91	6.26	33.33
12C18O_72h_100_P14_coass_bin.10.fa	k__Bacteria (UID2495)	2993	147	91	32	111	4	0	0	0	85.83	3.85	50.00
12C18O_72h_100_P14_coass_bin.11.fa	o__Actinomycetales (UID1697)	387	330	193	30	268	32	0	0	0	93.92	9.39	6.25
12C18O_72h_100_P14_coass_bin.12.fa	o__Actinomycetales (UID1697)	387	330	193	6	318	6	0	0	0	97.75	1.19	16.67
12C18O_72h_100_P14_coass_bin.13.fa	k__Bacteria (UID203)	5449	104	58	67	37	0	0	0	0	51.90	0.00	0.00
12C18O_72h_100_P14_coass_bin.14.fa	p__Actinobacteria (UID1454)	732	199	116	77	121	1	0	0	0	64.97	0.86	0.00
12C18O_72h_100_P14_coass_bin.15.fa	p__Actinobacteria (UID1454)	732	196	114	91	99	6	0	0	0	53.78	5.26	50.00
12C18O_72h_100_P14_coass_bin.16.fa	k__Bacteria (UID203)	5449	104	58	56	46	2	0	0	0	67.23	2.59	50.00
12C18O_72h_100_P14_coass_bin.17.fa	k__Bacteria (UID1453)	901	171	117	47	122	2	0	0	0	78.39	1.71	0.00
12C18O_72h_100_P14_coass_bin.18.fa	k__Bacteria (UID203)	5449	104	58	11	76	13	4	0	0	94.58	10.97	12.00
12C18O_72h_100_P14_coass_bin.19.fa	o__Actinomycetales (UID1697)	387	330	193	138	187	5	0	0	0	62.27	2.07	0.00
12C18O_72h_100_P14_coass_bin.2.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	188	459	44	2	0	0	72.65	7.11	48.00
12C18O_72h_100_P14_coass_bin.20.fa	k__Archaea (UID2)	207	145	103	11	132	2	0	0	0	91.50	1.94	0.00
12C18O_72h_100_P14_coass_bin.21.fa	k__Bacteria (UID203)	5449	104	58	69	31	4	0	0	0	50.57	5.17	0.00
12C18O_72h_100_P14_coass_bin.22.fa	c__Alphaproteobacteria (UID3305)	564	345	226	92	240	13	0	0	0	78.17	3.75	53.85
12C18O_72h_100_P14_coass_bin.23.fa	k__Bacteria (UID203)	5449	104	58	68	34	2	0	0	0	56.03	1.72	100.00
12C18O_72h_100_P14_coass_bin.24.fa	k__Bacteria (UID1452)	924	158	106	7	151	0	0	0	0	95.65	0.00	0.00
12C18O_72h_100_P14_coass_bin.25.fa	k__Bacteria (UID203)	5449	104	58	66	32	6	0	0	0	56.90	6.03	66.67
12C18O_72h_100_P14_coass_bin.26.fa	k__Bacteria (UID203)	5449	104	58	38	53	12	1	0	0	60.50	7.84	0.00
12C18O_72h_100_P14_coass_bin.27.fa	k__Bacteria (UID2495)	2993	147	91	78	69	0	0	0	0	54.84	0.00	0.00
12C18O_72h_100_P14_coass_bin.28.fa	c__Alphaproteobacteria (UID3305)	564	345	226	125	181	38	1	0	0	58.68	6.88	48.78
12C18O_72h_100_P14_coass_bin.29.fa	p__Proteobacteria (UID3880)	1495	261	164	123	124	13	1	0	0	53.86	4.04	0.00
12C18O_72h_100_P14_coass_bin.3.fa	k__Bacteria (UID203)	5449	104	58	64	32	8	0	0	0	56.44	9.83	37.50
12C18O_72h_100_P14_coass_bin.4.fa	c__Alphaproteobacteria (UID3305)	564	345	226	115	207	23	0	0	0	66.12	4.66	60.87
12C18O_72h_100_P14_coass_bin.5.fa	k__Archaea (UID2)	207	145	103	17	119	9	0	0	0	84.95	2.39	11.11
12C18O_72h_100_P14_coass_bin.6.fa	p__Actinobacteria (UID1454)	732	199	116	64	127	6	2	0	0	80.26	4.24	16.67
12C18O_72h_100_P14_coass_bin.7.fa	o__Actinomycetales (UID1593)	69	400	198	177	211	8	4	0	0	55.94	5.53	15.00
12C18O_72h_100_P14_coass_bin.8.fa	k__Bacteria (UID203)	5449	104	58	58	44	1	1	0	0	68.97	5.17	25.00
12C18O_72h_100_P14_coass_bin.9.fa	p__Actinobacteria (UID1454)	732	199	116	94	93	7	5	0	0	50.97	8.53	18.18
12C18O_72h_100_P16_coass_bin.1.fa	c__Betaproteobacteria (UID3971)	223	425	211	131	250	42	1	1	0	69.03	10.88	19.61
12C18O_72h_100_P16_coass_bin.10.fa	c__Deltaproteobacteria (UID3216)	83	247	155	53	185	8	1	0	0	87.53	3.62	27.27
12C18O_72h_100_P16_coass_bin.11.fa	k__Bacteria (UID203)	5449	104	58	51	50	3	0	0	0	69.28	4.31	100.00
12C18O_72h_100_P16_coass_bin.12.fa	o__Rhizobiales (UID3654)	92	481	319	208	261	12	0	0	0	52.57	1.76	33.33
12C18O_72h_100_P16_coass_bin.13.fa	o__Actinomycetales (UID1697)	387	330	193	14	305	11	0	0	0	94.65	1.64	9.09
12C18O_72h_100_P16_coass_bin.14.fa	k__Bacteria (UID203)	5449	104	58	47	40	9	1	7	0	54.70	9.75	51.85
12C18O_72h_100_P16_coass_bin.15.fa	k__Bacteria (UID2495)	2993	147	91	70	75	2	0	0	0	57.21	2.20	50.00
12C18O_72h_100_P16_coass_bin.16.fa	p__Actinobacteria (UID1454)	732	200	117	77	119	3	1	0	0	68.59	2.14	0.00
12C18O_72h_100_P16_coass_bin.17.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	301	373	18	1	0	0	57.07	3.33	61.90
12C18O_72h_100_P16_coass_bin.18.fa	k__Bacteria (UID1452)	924	160	109	72	86	2	0	0	0	65.05	1.38	50.00
12C18O_72h_100_P16_coass_bin.19.fa	k__Bacteria (UID203)	5449	104	58	52	50	2	0	0	0	69.44	3.45	0.00
12C18O_72h_100_P16_coass_bin.2.fa	c__Alphaproteobacteria (UID3305)	564	345	226	69	268	8	0	0	0	82.29	3.32	50.00
12C18O_72h_100_P16_coass_bin.20.fa	k__Bacteria (UID1452)	924	161	108	10	138	13	0	0	0	96.14	7.62	15.38
12C18O_72h_100_P16_coass_bin.21.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	287	380	25	1	0	0	62.57	4.08	42.86
12C18O_72h_100_P16_coass_bin.22.fa	k__Bacteria (UID1453)	901	171	117	14	147	10	0	0	0	90.43	3.30	20.00
12C18O_72h_100_P16_coass_bin.23.fa	k__Archaea (UID2)	207	145	103	29	111	5	0	0	0	77.75	3.72	60.00
12C18O_72h_100_P16_coass_bin.24.fa	k__Bacteria (UID2495)	2993	147	91	25	116	6	0	0	0	89.01	4.52	50.00
12C18O_72h_100_P16_coass_bin.25.fa	k__Bacteria (UID2495)	2993	147	91	50	94	3	0	0	0	60.30	2.26	33.33
12C18O_72h_100_P16_coass_bin.26.fa	o__Actinomycetales (UID1697)	387	330	193	61	265	4	0	0	0	83.07	1.63	0.00
12C18O_72h_100_P16_coass_bin.27.fa	c__Deltaproteobacteria (UID3216)	83	247	155	94	141	12	0	0	0	69.27	6.02	0.00
12C18O_72h_100_P16_coass_bin.28.fa	k__Bacteria (UID3187)	2258	188	117	102	82	4	0	0	0	53.50	2.85	0.00
12C18O_72h_100_P16_coass_bin.29.fa	p__Proteobacteria (UID3880)	1495	261	164	104	150	6	1	0	0	60.86	3.33	44.44
12C18O_72h_100_P16_coass_bin.3.fa	o__Rhizobiales (UID3642)	107	485	316	74	392	19	0	0	0	86.34	4.40	21.05
12C18O_72h_100_P16_coass_bin.30.fa	k__Bacteria (UID203)	5449	104	58	64	35	5	0	0	0	60.34	7.76	20.00
12C18O_72h_100_P16_coass_bin.31.fa	k__Bacteria (UID203)	5449	104	58	60	44	0	0	0	0	56.43	0.00	0.00
12C18O_72h_100_P16_coass_bin.32.fa	p__Actinobacteria (UID1454)	732	200	117	95	95	7	3	0	0	55.22	2.07	12.50
12C18O_72h_100_P16_coass_bin.33.fa	c__Alphaproteobacteria (UID3305)	564	345	226	116	216	12	1	0	0	67.45	1.12	26.67
12C18O_72h_100_P16_coass_bin.34.fa	c__Alphaproteobacteria (UID3305)	564	345	226	55	267	21	2	0	0	87.83	6.13	62.96
12C18O_72h_100_P16_coass_bin.35.fa	c__Alphaproteobacteria (UID3305)	564	345	226	161	162	19	3	0	0	54.54	9.14	32.14
12C18O_72h_100_P16_coass_bin.4.fa	p__Actinobacteria (UID1454)	732	199	116	54	140	5	0	0	0	81.44	4.31	0.00
12C18O_72h_100_P16_coass_bin.5.fa	k__Archaea (UID2)	207	145	103	13	129	2	1	0	0	89.00	3.88	20.00
12C18O_72h_100_P16_coass_bin.7.fa	k__Bacteria (UID1452)	924	161	108	28	125	7	1	0	0	88.54	4.94	20.00
12C18O_72h_100_P16_coass_bin.8.fa	k__Bacteria (UID1452)	924	158	106	3	155	0	0	0	0	98.11	0.00	0.00
12C18O_72h_100_P16_coass_bin.9.fa	k__Bacteria (UID203)	5449	104	58	58	45	1	0	0	0	66.55	1.72	0.00
H1-16-all-fractions_conc_50.Massilia_sp__JS1662_67_10.fa	o__Burkholderiales (UID4002)	107	574	251	81	476	17	0	0	0	90.42	3.01	41.18
H1-16-all-fractions_conc_93.Chloroflexi_54_9.fa	k__Bacteria (UID1452)	924	151	101	13	132	6	0	0	0	91.75	5.15	0.00
H1-16-all-fractions_metab_31.Corynebacterium_durum_57_11.fa	o__Actinomycetales (UID1809)	267	400	222	2	396	2	0	0	0	99.62	0.90	0.00
H1-16-all-fractions_metab_48.Actinobacteria_68_21.fa	p__Actinobacteria (UID1454)	732	199	116	10	174	15	0	0	0	95.48	4.60	26.67
H1-16-all-fractions_metab_74.Sphingomonadales_70_12.fa	c__Alphaproteobacteria (UID3305)	564	349	230	100	235	14	0	0	0	77.35	3.94	21.43
H1-16-all-fractions_metab_conc_1.Actinobacteria_71_32.fa	p__Actinobacteria (UID1454)	732	199	116	22	159	18	0	0	0	89.22	9.63	38.89
H1-16-all-fractions_metab_conc_12.Actinobacteria_70_35.fa	p__Actinobacteria (UID1454)	732	199	116	34	141	24	0	0	0	82.18	10.52	41.67
H1-16-all-fractions_metab_conc_2.Bradyrhizobium_62_16.fa	g__Bradyrhizobium (UID3699)	37	824	336	118	628	76	1	1	0	85.92	9.14	47.06
H1-16-all-fractions_metab_conc_20.Bacteria_65_10.fa	k__Bacteria (UID2495)	2993	147	91	16	128	3	0	0	0	87.41	1.75	66.67
H1-16-all-fractions_metab_conc_21.Actinobacteria_69_13.fa	p__Actinobacteria (UID1454)	732	199	116	24	161	13	1	0	0	88.76	9.74	31.25
H1-16-all-fractions_metab_conc_28.Actinobacteria_70_20.fa	p__Actinobacteria (UID1454)	732	199	116	37	156	6	0	0	0	86.68	4.02	66.67
H1-16-all-fractions_metab_conc_37.Actinobacteria_70_13.fa	p__Actinobacteria (UID1454)	732	199	116	14	180	5	0	0	0	93.88	2.37	0.00
H1-16-all-fractions_metab_conc_39.Actinobacteria_66_10.fa	o__Actinomycetales (UID2012)	35	495	282	27	457	9	0	2	0	93.86	2.49	14.29
H1-16-all-fractions_metab_conc_42.Ktedonobacter_racemifer_53_14.fa	k__Bacteria (UID1452)	924	151	101	18	126	7	0	0	0	86.62	6.93	14.29
H1-16-all-fractions_metab_conc_51.Actinobacteria_75_17.fa	o__Actinomycetales (UID1802)	274	388	214	102	281	5	0	0	0	79.58	1.87	20.00
H1-16-all-fractions_metab_conc_57.Solirubrobacterales_72_43.fa	p__Actinobacteria (UID1454)	732	200	117	5	195	0	0	0	0	96.58	0.00	0.00
H1-16-all-fractions_metab_conc_6.Bacteria_69_19.fa	k__Bacteria (UID3187)	2258	188	117	4	179	5	0	0	0	97.44	2.62	0.00
H1-16-all-fractions_metab_conc_65.Bacteria_66_15.fa	k__Bacteria (UID3187)	2258	188	117	6	170	12	0	0	0	95.51	6.56	16.67
H1-16-all-fractions_metab_conc_68.Ktedonobacter_racemifer_52_21.fa	k__Bacteria (UID203)	5449	103	57	15	70	16	2	0	0	79.77	14.55	54.55
H1-16-all-fractions_metab_conc_94.Propionibacteriales_69_21.fa	o__Actinomycetales (UID1697)	387	330	193	33	249	46	1	1	0	89.10	13.42	49.09
H1-16-all-fractions_metab_conc_99.Alphaproteobacteria_63_14.fa	c__Alphaproteobacteria (UID3305)	564	349	230	13	299	37	0	0	0	95.63	12.54	37.84
H1-16-all-fractions_metab_maxb_54.Actinobacteria_74_10.fa	k__Bacteria (UID1453)	901	171	117	59	109	3	0	0	0	77.69	2.56	0.00
H1-18-all-fractions_conc_108.Bacteria_69_11.fa	k__Bacteria (UID3187)	2258	188	117	8	170	10	0	0	0	94.02	5.54	30.00
H1-18-all-fractions_conc_118.Deltaproteobacteria_70_14.fa	c__Deltaproteobacteria (UID3216)	83	247	155	41	191	14	1	0	0	87.75	7.15	41.18
H1-18-all-fractions_conc_122.Actinobacteria_70_12.fa	k__Bacteria (UID1453)	901	171	117	60	90	21	0	0	0	75.83	14.96	0.00
H1-18-all-fractions_conc_125.Pseudonocardiales_71_10.fa	o__Actinomycetales (UID2012)	35	495	282	42	433	17	3	0	0	92.94	5.42	3.85
H1-18-all-fractions_conc_24.Gemmatimonadetes_68_16.fa	k__Bacteria (UID203)	5449	104	58	10	79	15	0	0	0	93.67	7.03	73.33
H1-18-all-fractions_conc_3.Bacteria_68_14.fa	k__Bacteria (UID2495)	2993	147	91	38	103	6	0	0	0	83.04	5.49	50.00
H1-18-all-fractions_conc_32.Gemmatimonadetes_61_9.fa	k__Bacteria (UID2495)	2993	147	91	56	88	3	0	0	0	79.53	2.75	33.33
H1-18-all-fractions_conc_53.Chloroflexi_64_10.fa	k__Bacteria (UID1452)	924	155	106	9	132	14	0	0	0	94.99	9.26	0.00
H1-18-all-fractions_conc_55.Burkholderiales_64_14.fa	o__Burkholderiales (UID4002)	107	574	251	28	529	17	0	0	0	96.73	2.88	76.47
H1-18-all-fractions_conc_96.Pseudonocardiales_70_16.fa	o__Actinomycetales (UID1746)	334	370	206	53	314	3	0	0	0	84.95	0.85	0.00
H1-18-all-fractions_maxb_99.Actinobacteria_69_12.fa	k__Bacteria (UID1453)	901	171	117	7	162	2	0	0	0	95.27	0.95	0.00
H1-18-all-fractions_metab_69.Sphingomonadales_65_37.fa	c__Alphaproteobacteria (UID3305)	564	345	226	18	326	1	0	0	0	99.04	0.22	100.00
H1-18-all-fractions_metab_8.Bdellovibrionales_52_9.fa	k__Bacteria (UID3187)	2258	182	112	12	168	2	0	0	0	90.12	1.34	0.00
H1-18-all-fractions_metab_85.Ktedonobacter_racemifer_51_8.fa	k__Bacteria (UID1452)	924	151	101	38	95	18	0	0	0	80.66	12.97	16.67
H1-18-all-fractions_metab_conc_10.Actinobacteria_67_14.fa	o__Actinomycetales (UID1696)	455	311	187	12	297	2	0	0	0	96.98	1.07	0.00
H1-18-all-fractions_metab_conc_103.Sphingomonadales_66_15.fa	c__Alphaproteobacteria (UID3305)	564	345	226	66	266	13	0	0	0	85.58	3.72	46.15
H1-18-all-fractions_metab_conc_105.Acidobacteria_57_8.fa	k__Bacteria (UID3187)	2258	185	115	37	144	4	0	0	0	84.22	0.19	0.00
H1-18-all-fractions_metab_conc_14.Actinobacteria_70_55.fa	k__Bacteria (UID203)	5449	104	58	13	62	27	2	0	0	84.15	15.07	48.48
H1-18-all-fractions_metab_conc_17.Bacteria_55_30.fa	k__Bacteria (UID2982)	88	230	148	49	165	14	2	0	0	81.10	7.50	55.00
H1-18-all-fractions_metab_conc_19.Rhizobiales_64_12.fa	c__Alphaproteobacteria (UID3305)	564	349	230	93	252	4	0	0	0	78.20	1.74	100.00
H1-18-all-fractions_metab_conc_2.Burkholderia_graminis_63_9.fa	g__Burkholderia (UID4006)	64	769	248	52	703	13	1	0	0	93.86	2.19	50.00
H1-18-all-fractions_metab_conc_20.Bacteria_57_11.fa	k__Bacteria (UID2982)	88	230	148	13	212	5	0	0	0	94.44	2.84	40.00
H1-18-all-fractions_metab_conc_22.Bacteria_59_8.fa	k__Bacteria (UID2982)	88	230	148	23	196	11	0	0	0	87.91	3.61	63.64
H1-18-all-fractions_metab_conc_23.RIF_CHLX_70_21.fa	k__Bacteria (UID1452)	924	161	108	27	128	6	0	0	0	79.55	0.72	0.00
H1-18-all-fractions_metab_conc_27.Propionibacteriales_69_23.fa	o__Actinomycetales (UID1697)	387	330	193	52	237	38	3	0	0	88.41	14.44	42.55
H1-18-all-fractions_metab_conc_36.Alphaproteobacteria_64_14.fa	o__Rhizobiales (UID3642)	107	485	316	91	379	15	0	0	0	82.80	2.47	60.00
H1-18-all-fractions_metab_conc_37.Gemmatimonadetes_69_16.fa	k__Bacteria (UID2495)	2993	147	91	55	87	5	0	0	0	80.09	3.91	0.00
H1-18-all-fractions_metab_conc_40.Bacteria_65_17.fa	k__Bacteria (UID2495)	2993	147	91	6	135	6	0	0	0	93.96	4.56	50.00
H1-18-all-fractions_metab_conc_44.Gemmatimonadetes_61_12.fa	k__Bacteria (UID2495)	2993	147	91	44	90	12	1	0	0	77.11	4.16	80.00
H1-18-all-fractions_metab_conc_47.Burkholderiales_71_15.fa	o__Burkholderiales (UID4000)	193	427	214	12	398	17	0	0	0	96.82	3.66	52.94
H1-18-all-fractions_metab_conc_5.Alphaproteobacteria_63_26.fa	c__Alphaproteobacteria (UID3305)	564	349	230	27	305	16	1	0	0	90.26	6.78	63.16
H1-18-all-fractions_metab_conc_56.Chloroflexi_54_13.fa	k__Bacteria (UID1452)	924	151	101	8	136	7	0	0	0	92.74	6.93	14.29
H1-18-all-fractions_metab_conc_57.Acidobacteria_55_29.fa	k__Bacteria (UID3187)	2258	188	117	5	180	3	0	0	0	96.53	1.99	0.00
H1-18-all-fractions_metab_conc_61.Actinobacteria_70_18.fa	k__Bacteria (UID1453)	901	171	117	36	122	13	0	0	0	88.19	5.92	38.46
H1-18-all-fractions_metab_conc_62.Sphingomonadales_68_16.fa	c__Alphaproteobacteria (UID3305)	564	349	230	12	329	7	1	0	0	97.55	2.08	40.00
H1-18-all-fractions_metab_conc_71.Actinobacteria_71_26.fa	p__Actinobacteria (UID1454)	732	199	116	63	131	5	0	0	0	76.51	2.30	60.00
H1-18-all-fractions_metab_conc_80.Solirubrobacterales_69_26.fa	p__Actinobacteria (UID1454)	732	199	116	19	176	4	0	0	0	94.66	1.87	25.00
H1-18-all-fractions_metab_conc_86.Conexibacter_woesei_72_14.fa	p__Actinobacteria (UID1454)	732	200	117	12	186	1	1	0	0	93.85	2.56	0.00
H1-18-all-fractions_metab_maxbC_21.Verrucomicrobia_59_13.fa	k__Bacteria (UID2982)	88	230	148	55	167	8	0	0	0	77.37	4.73	37.50
H1-18-all-fractions_metab_maxbC_65.Verrucomicrobia_60_17.fa	k__Bacteria (UID2982)	88	230	148	49	157	24	0	0	0	77.54	9.51	91.67
H1-18-all-fractions_metab_maxb_101.Bacteria_63_9.fa	k__Bacteria (UID1452)	924	160	109	30	123	6	1	0	0	80.73	5.41	11.11
H1-18-all-fractions_metab_maxb_28.Actinobacteria_74_12.fa	k__Bacteria (UID1453)	901	171	117	46	122	3	0	0	0	84.62	1.99	33.33
H1-18-all-fractions_metab_maxb_45.Sphingobacteriales_37_7.fa	p__Bacteroidetes (UID2591)	364	302	203	67	229	6	0	0	0	75.07	2.46	0.00
H2-16-all-fractions_maxb_conc_24.Ktedonobacter_racemifer_50_14.fa	k__Bacteria (UID1452)	924	151	101	39	101	11	0	0	0	81.85	7.72	72.73
H2-16-all-fractions_metab_114.Bacteria_70_8.fa	k__Bacteria (UID2495)	2993	147	91	47	75	20	5	0	0	81.00	22.79	8.57
H2-16-all-fractions_metab_12.Bacteria_57_7.fa	k__Bacteria (UID3187)	2258	188	117	28	157	3	0	0	0	84.65	2.56	33.33
H2-16-all-fractions_metab_121.Acidobacteria_65_12.fa	k__Bacteria (UID3187)	2258	188	117	16	165	7	0	0	0	88.89	3.61	42.86
H2-16-all-fractions_metab_123.Actinobacteria_72_22.fa	p__Actinobacteria (UID1454)	732	200	117	65	120	14	1	0	0	77.34	10.26	35.29
H2-16-all-fractions_metab_126.Actinobacteria_69_30.fa	o__Actinomycetales (UID1802)	274	388	214	17	362	8	1	0	0	95.79	2.99	0.00
H2-16-all-fractions_metab_138.Actinobacteria_69_25.fa	p__Actinobacteria (UID1454)	732	199	116	14	170	15	0	0	0	95.86	5.61	6.67
H2-16-all-fractions_metab_56.Actinobacteria_73_59.fa	o__Actinomycetales (UID1696)	455	311	187	49	255	7	0	0	0	91.62	2.54	14.29
H2-16-all-fractions_metab_57.Sphingomonadales_64_21.fa	c__Alphaproteobacteria (UID3305)	564	345	226	92	207	43	3	0	0	79.09	16.64	40.38
H2-16-all-fractions_metab_63.Actinobacteria_69_71.fa	p__Actinobacteria (UID1454)	732	199	116	10	183	6	0	0	0	94.54	2.67	33.33
H2-16-all-fractions_metab_75.Sphingomonadales_65_38.fa	k__Bacteria (UID203)	5449	104	58	20	61	20	3	0	0	88.65	13.37	75.86
H2-16-all-fractions_metab_conc_1.Acidobacteriales_58_9.fa	k__Bacteria (UID203)	5449	104	58	46	54	4	0	0	0	78.61	3.45	0.00
H2-16-all-fractions_metab_conc_100.Burkholderia_graminis_63_15.fa	g__Burkholderia (UID4006)	64	769	248	93	642	34	0	0	0	91.97	4.22	91.18
H2-16-all-fractions_metab_conc_101.Burkholderiales_63_22.fa	o__Burkholderiales (UID4002)	107	574	251	50	474	49	1	0	0	88.36	9.86	76.92
H2-16-all-fractions_metab_conc_111.Actinobacteria_70_68.fa	p__Actinobacteria (UID1454)	732	199	116	39	130	28	2	0	0	78.39	12.06	47.06
H2-16-all-fractions_metab_conc_119.Actinobacteria_73_28.fa	o__Actinomycetales (UID1696)	455	315	190	84	224	7	0	0	0	81.43	2.37	42.86
H2-16-all-fractions_metab_conc_131.Actinobacteria_71_27.fa	o__Actinomycetales (UID1663)	488	310	185	45	261	4	0	0	0	92.00	1.43	50.00
H2-16-all-fractions_metab_conc_137.Bacteria_60_16.fa	k__Bacteria (UID2982)	88	230	148	43	166	21	0	0	0	80.64	7.84	85.71
H2-16-all-fractions_metab_conc_16.Bacteria_60_11.fa	k__Bacteria (UID3187)	2258	188	117	3	176	8	1	0	0	97.44	5.32	18.18
H2-16-all-fractions_metab_conc_17.Alphaproteobacteria_61_12.fa	c__Alphaproteobacteria (UID3305)	564	349	230	30	250	68	1	0	0	94.94	19.60	64.79
H2-16-all-fractions_metab_conc_19.Actinobacteria_69_35.fa	p__Actinobacteria (UID1454)	732	199	116	49	149	1	0	0	0	79.05	0.86	0.00
H2-16-all-fractions_metab_conc_25.Burkholderiales_70_14.fa	o__Burkholderiales (UID4000)	193	427	214	125	257	43	2	0	0	75.10	12.94	36.73
H2-16-all-fractions_metab_conc_33.Sphingomonadales_63_10.fa	c__Alphaproteobacteria (UID3305)	564	345	226	84	254	7	0	0	0	83.17	1.95	28.57
H2-16-all-fractions_metab_conc_41.Actinobacteria_74_12.fa	k__Bacteria (UID1453)	901	171	117	25	145	1	0	0	0	88.59	0.85	0.00
H2-16-all-fractions_metab_conc_42.Caulobacterales_70_17.fa	c__Alphaproteobacteria (UID3422)	26	529	308	87	419	23	0	0	0	91.44	5.47	34.78
H2-16-all-fractions_metab_conc_43.Acidobacteriales_58_14.fa	k__Bacteria (UID3187)	2258	188	117	59	125	4	0	0	0	84.19	2.28	75.00
H2-16-all-fractions_metab_conc_47.Alphaproteobacteria_65_18.fa	o__Rhodospirillales (UID3754)	63	336	201	85	218	32	1	0	0	77.90	10.46	8.57
H2-16-all-fractions_metab_conc_5.Streptomyces_sviceus_71_22.fa	f__Streptomycetaceae (UID2048)	60	460	233	104	344	12	0	0	0	83.96	2.27	58.33
H2-16-all-fractions_metab_conc_54.Actinobacteria_70_18.fa	p__Actinobacteria (UID1454)	732	199	116	53	139	7	0	0	0	74.80	3.45	28.57
H2-16-all-fractions_metab_conc_60.Proteobacteria_70_13.fa	c__Deltaproteobacteria (UID3216)	83	247	155	66	172	9	0	0	0	88.14	4.84	22.22
H2-16-all-fractions_metab_conc_62.Propionibacteriales_70_25.fa	o__Actinomycetales (UID1697)	387	330	193	88	223	18	1	0	0	79.88	6.88	57.14
H2-16-all-fractions_metab_conc_65.Actinobacteria_69_12.fa	p__Actinobacteria (UID1454)	732	200	117	19	180	1	0	0	0	89.32	0.14	0.00
H2-16-all-fractions_metab_conc_71.Burkholderiales_69_31.fa	k__Bacteria (UID203)	5449	104	58	47	55	2	0	0	0	80.34	3.45	100.00
H2-16-all-fractions_metab_conc_77.Actinobacteria_71_48.fa	p__Actinobacteria (UID1454)	732	199	116	25	162	12	0	0	0	86.82	5.10	83.33
H2-16-all-fractions_metab_conc_97.Actinobacteria_72_48.fa	p__Actinobacteria (UID1454)	732	199	116	63	134	2	0	0	0	79.17	1.72	50.00
H2-18-all-fractions_metab_36.Geodermatophilales_73_36.fa	o__Actinomycetales (UID1802)	274	386	212	96	263	27	0	0	0	78.71	8.00	77.78
H2-18-all-fractions_metab_49.Bacteria_55_6.fa	k__Bacteria (UID2982)	88	230	148	42	158	27	3	0	0	79.80	12.56	19.44
H2-18-all-fractions_metab_63.Massilia_66_19.fa	o__Burkholderiales (UID4002)	107	574	251	39	484	51	0	0	0	96.37	7.29	70.59
H2-18-all-fractions_metab_84.Actinobacteria_68_115.fa	p__Actinobacteria (UID1454)	732	199	116	6	191	2	0	0	0	97.13	1.72	0.00
H2-18-all-fractions_metab_91.Actinobacteria_71_22.fa	p__Actinobacteria (UID1454)	732	199	116	45	153	1	0	0	0	87.04	0.43	0.00
H2-18-all-fractions_metab_conc_15.Gemmatimonadetes_61_16.fa	k__Bacteria (UID2495)	2993	147	91	28	114	5	0	0	0	82.79	4.76	80.00
H2-18-all-fractions_metab_conc_22.Proteobacteria_61_13.fa	c__Gammaproteobacteria (UID4202)	67	481	276	11	445	22	3	0	0	97.01	7.68	9.68
H2-18-all-fractions_metab_conc_34.Actinobacteria_69_14.fa	p__Actinobacteria (UID1454)	732	199	116	45	127	25	2	0	0	81.12	20.47	12.90
H2-18-all-fractions_metab_conc_39.Bacteria_66_9.fa	k__Bacteria (UID2565)	2921	141	86	36	99	6	0	0	0	77.34	6.10	0.00
H2-18-all-fractions_metab_conc_45.Bacteria_60_9.fa	k__Bacteria (UID2982)	88	230	148	51	171	8	0	0	0	78.76	2.99	50.00
H2-18-all-fractions_metab_conc_56.Bacteria_56_17.fa	k__Bacteria (UID3187)	2258	185	115	3	182	0	0	0	0	97.97	0.00	0.00
H2-18-all-fractions_metab_conc_57.Sphingobacteriales_44_10.fa	p__Bacteroidetes (UID2591)	364	302	203	5	294	3	0	0	0	97.54	0.76	0.00
